Angle,Frequency_GHz,S11_TE_Re,S11_TE_Im,S11_TM_Re,S11_TM_Im,S21_TE_Re,S21_TE_Im,S21_TM_Re,S21_TM_Im
0.0,0.0,1.2555126845766818e-06,1.3164527327052833e-06,-0.9987452508632186,0.0015522667979725388,0.99999860434225,-1.565868176456119e-06,0.001251746013408439,0.0015520686201392696
0.0,0.026,-1.702407559380686e-05,-0.004194304657419447,-0.9975074242817616,0.03144866197683699,0.9999798307304374,-0.004218091644476342,0.002489811326676441,0.0314402832039593
0.0,0.052,-7.057580101590223e-05,-0.0083895078240347,-0.994495793145376,0.061143406323539644,0.9999256746228465,-0.008434185115348162,0.005502412657196847,0.06112679955678764
0.0,0.078,-0.00015938988550835082,-0.012583875569478027,-0.9897440942997808,0.09048152440580653,0.9998361459009839,-0.01264942816084707,0.01025582751812361,0.09045677360976614
0.0,0.1,-0.00026207041617496015,-0.016131993921631185,-0.9844018455185523,0.11491749920538795,0.9997327745138208,-0.0162151980787779,0.015600087717971674,0.11488566019458504
0.0,0.104,-0.0002834498698608801,-0.016776991132156065,-0.9833036113725098,0.11931479453374588,0.9997112610133035,-0.016863402486363272,0.016698745990694753,0.11928167549839142
0.0,0.13,-0.0004427333076296964,-0.020968437266291284,-0.9752418839684314,0.14750348118735807,0.9995510429684032,-0.021075690291684716,0.02476360225415905,0.14746169610115903
0.0,0.156,-0.0006372107225406581,-0.025157801548893015,-0.9656410351070494,0.17491850692690628,0.999355521288788,-0.025285875423491453,0.03436827111570137,0.17486784693928684
0.0,0.182,-0.0008668463647737561,-0.029344664276685157,-0.9545957389237149,0.2014434759754035,0.9991247321030975,-0.029493539643934766,0.04541805335517867,0.2013836892823601
0.0,0.208,-0.0011315976928395694,-0.03352860955041046,-0.9422110480734668,0.2269758390605017,0.9988587179634789,-0.033698268840690285,0.05780786339220689,0.2269066251280694
0.0,0.234,-0.001431416064008734,-0.03770923186163552,-0.9286000160785867,0.2514280287199403,0.9985575280236705,-0.037899646156269645,0.07142453760690293,0.25134877490761093
0.0,0.26,-0.0017662462082002873,-0.04188610989279845,-0.9138815767051218,0.2747270981100115,0.9982212178033126,-0.042097259067074545,0.08614921247816669,0.27463756596885247
0.0,0.286,-0.0021360266050521014,-0.046058837757453765,-0.8981778976723507,0.29681613791382333,0.9978498492821447,-0.04629069599999524,0.10185957017026767,0.2967157189497622
0.0,0.312,-0.0025406882118061236,-0.050226999371897584,-0.8816125403433462,0.3176527943157832,0.9974434910456728,-0.050479542954134114,0.11843200622505562,0.3175408944596743
0.0,0.338,-0.0029801576373836174,-0.054390194359624264,-0.8643083407839757,0.3372091521219075,0.9970022176535542,-0.05466339230103564,0.1357436561005165,0.33708523475705243
0.0,0.364,-0.0034543542200946914,-0.05854800665367228,-0.8463856816319705,0.35547076481102197,0.9965261106744548,-0.05884183246893071,0.15367413292444254,0.3553344068602874
0.0,0.39,-0.003963189943199684,-0.06270003750592705,-0.8279608049488639,0.37243596602972723,0.9960152572429853,-0.06301446018585177,0.17210707384770532,0.37228655235697455
0.0,0.416,-0.004506571510293026,-0.06684587778574701,-0.8091447409797935,0.3881141751041285,0.9954697512133538,-0.06718086842707278,0.19093139023725827,0.3879510733807173
0.0,0.442,-0.0050843993436781865,-0.0709851268548428,-0.7900423258021851,0.40252461324295274,0.994889692741529,-0.07134065347790813,0.2100422511195919,0.4023473334578886
0.0,0.468,-0.005696568078569949,-0.07511738432659883,-0.7707512257530097,0.4156953961349862,0.9942751879890852,-0.07549341501411085,0.22934188563022237,0.41550332214792096
0.0,0.494,-0.006342966910333836,-0.0792422544930467,-0.7513617220007895,0.4276616887634609,0.9936263493329746,-0.07963875272488746,0.24874001160576784,0.427454302284757
0.0,0.52,-0.007023474849177426,-0.08335934116190548,-0.731956136879698,0.438464836087499,0.9929432950435968,-0.08377627162333827,0.26815420307740634,0.4382415307244621
0.0,0.546,-0.007737971129635642,-0.0874682562879719,-0.7126090303828736,0.4481506667683951,0.9922261496369746,-0.08790557693669641,0.28750995915868816,0.44791099929725003
0.0,0.572,-0.008486322673042916,-0.09156858892084979,-0.6933869123488328,0.4567689035124846,0.991475043598403,-0.09202627592880855,0.3067406432255725,0.45651232819631826
0.0,0.598,-0.009268398344796945,-0.09565998187730658,-0.6743487244522407,0.46437166009365205,0.99069011317563,-0.09613797972269744,0.3257873188573272,0.4640976945963013
0.0,0.624,-0.010084050519520198,-0.09974201807675014,-0.6555460232548914,0.47101267116643697,0.989871500994113,-0.10024029996538107,0.34459845209977946,0.47072093356692163
0.0,0.65,-0.010933135212565913,-0.10381432991130411,-0.6370232675419528,0.4767466229503447,0.9890193547056604,-0.10433285402797395,0.36312951454319004,0.47643668302118153
0.0,0.676,-0.011815498539010727,-0.10787654319177314,-0.6188183917022589,0.48162822557397694,0.9881338280497926,-0.10841526170979857,0.38134257517581094,0.48129971020222123
0.0,0.702,-0.012730981641468938,-0.11192827610901433,-0.6009630915773647,0.48571183620738523,0.9872150807758303,-0.11248714358527806,0.39920583730380765,0.48536428581039637
0.0,0.728,-0.013679419368233303,-0.11596914383332133,-0.5834836026348393,0.48905066433332267,0.9862632776561636,-0.11654812447797502,0.4166931176225276,0.48868373750609456
0.0,0.754,-0.014660643305962305,-0.11999878401598497,-0.5664010017859867,0.49169655534041945,0.9852785893117884,-0.12059783364108947,0.4337833739872045,0.4913099959611287
0.0,0.78,-0.015674478060002012,-0.12401684116581509,-0.5497315622065582,0.4936998604406222,0.9842611916622714,-0.12463590303971084,0.45046021839584544,0.49329328409080586
0.0,0.806,-0.016720741363424944,-0.12802293454550256,-0.5334875918152275,0.4951087640872448,0.9832112663263598,-0.1286619657438881,0.46671140006287737,0.4946819029469894
0.0,0.832,-0.017799248336970983,-0.1320167085489503,-0.5176776570709033,0.4959693723369673,0.9821289995647124,-0.13267566286240373,0.4825284001577298,0.4955220452336808
0.0,0.858,-0.018909805890702368,-0.13599780618297772,-0.5023068931068788,0.4963257392646164,0.9810145834268081,-0.13667663504856173,0.49790595649166114,0.4958576438003194
0.0,0.884,-0.02005222238836889,-0.13996588724560644,-0.48737779718032026,0.4962193884934199,0.9798682150286353,-0.14066452773046506,0.5128416707097029,0.4957303425556535
0.0,0.91,-0.021226289691419258,-0.14392056895410238,-0.47289020732488635,0.4956896709605272,0.9786900962354003,-0.144638991147074,0.5273356404683422,0.49517944380353346
