Source_ID,Sym_Type,Var_Radius_mm,Var_Width_mm,Aux_Hex_Apothem,Width_Ratio,Path_0,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20,Path_21,Path_22,Path_23,Path_24,Path_25,Path_26,Path_27,Path_28,Path_29,Path_30,Path_31,Path_32,Path_33,Path_34,Path_35,Path_36,Path_37,Path_38,Path_39,Path_40,Path_41,Path_42,Path_43,Path_44,Path_45,Path_46,Path_47,Path_48,Path_49,Path_50,Path_51,Path_52,Path_53,Path_54,Path_55,Path_56,Path_57,Path_58,Path_59,Path_60,Path_61
9.png,3,1,0.015,0.866,0.015,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.0167,0.866,0.017,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.0183,0.866,0.018,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.02,0.866,0.02,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.0217,0.866,0.022,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.0233,0.866,0.023,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,1,0.025,0.866,0.025,-0.17827,-0.000361,0.032527,0.04577,-0.019679,0.016561,-0.207854,0.119155,0.007794,0.016845,0.022318,0.033221,0.2243,-0.132462,0.030616,0.050679,2e-06,0,-0.22882,0.132009,0.031185,0.051249,0.016845,-0.007794,0.20801,-0.124435,0.020416,0.027989,0.010514,0.0197,0.00197,0.003502,-0.229038,0.132752,0.030753,0.049858,0.22641,-0.133809,0.223072,0.132508,0.033499,-0.046001,-0.228446,-0.135308,0.00197,-0.003502,0.014265,-0.026544,0.017703,-0.021301,0.220462,0.132421,0.031715,-0.049022,-0.225419,-0.129114,,,,,,
9.png,3,2,0.01,1.7321,0.005,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0144,1.7321,0.007,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0189,1.7321,0.009,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0233,1.7321,0.012,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0278,1.7321,0.014,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0322,1.7321,0.016,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0367,1.7321,0.018,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0411,1.7321,0.021,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.0456,1.7321,0.023,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,2,0.05,1.7321,0.025,-0.356539,-0.000723,0.065054,0.091539,-0.039358,0.033123,-0.415708,0.238309,0.015587,0.033691,0.044636,0.066442,0.448601,-0.264923,0.061233,0.101357,4e-06,0,-0.457641,0.264019,0.06237,0.102499,0.03369,-0.015587,0.41602,-0.248871,0.040833,0.055977,0.021027,0.0394,0.003941,0.007004,-0.458077,0.265504,0.061506,0.099716,0.45282,-0.267618,0.446144,0.265016,0.066999,-0.092003,-0.456893,-0.270615,0.003941,-0.007004,0.028531,-0.053087,0.035407,-0.042602,0.440924,0.264842,0.06343,-0.098044,-0.450839,-0.258228,,,,,,
9.png,3,3,0.01,2.5981,0.003,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0172,2.5981,0.006,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0244,2.5981,0.008,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0317,2.5981,0.011,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0389,2.5981,0.013,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0461,2.5981,0.015,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0533,2.5981,0.018,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0606,2.5981,0.02,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.0678,2.5981,0.023,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,3,0.075,2.5981,0.025,-0.534809,-0.001084,0.09758,0.137309,-0.059037,0.049684,-0.623562,0.357464,0.023381,0.050536,0.066954,0.099663,0.672901,-0.397385,0.091849,0.152036,7e-06,1e-06,-0.686461,0.396028,0.093555,0.153748,0.050535,-0.023381,0.62403,-0.373306,0.061249,0.083966,0.031541,0.059099,0.005911,0.010505,-0.687115,0.398256,0.09226,0.149573,0.67923,-0.401427,0.669216,0.397524,0.100498,-0.138004,-0.685339,-0.405923,0.005911,-0.010505,0.042796,-0.079631,0.05311,-0.063903,0.661385,0.397263,0.095146,-0.147066,-0.676258,-0.387341,,,,,,
9.png,3,4,0.01,3.4641,0.002,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.02,3.4641,0.005,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.03,3.4641,0.008,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.04,3.4641,0.01,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.05,3.4641,0.013,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.06,3.4641,0.015,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.07,3.4641,0.018,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.08,3.4641,0.02,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.09,3.4641,0.023,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,4,0.1,3.4641,0.025,-0.713079,-0.001446,0.130107,0.183079,-0.078716,0.066246,-0.831416,0.476618,0.031175,0.067381,0.089272,0.132884,0.897201,-0.529847,0.122466,0.202714,9e-06,1e-06,-0.915281,0.528038,0.12474,0.204998,0.06738,-0.031174,0.83204,-0.497742,0.081666,0.111955,0.042055,0.078799,0.007881,0.014007,-0.916153,0.531008,0.123013,0.199431,0.905641,-0.535236,0.892288,0.530032,0.133998,-0.184005,-0.913786,-0.54123,0.007881,-0.014007,0.057062,-0.106175,0.070814,-0.085204,0.881847,0.529684,0.126861,-0.196088,-0.901678,-0.516455,,,,,,
9.png,3,5,0.01,4.3301,0.002,-0.891349,-0.001807,0.162634,0.228849,-0.098395,0.082807,-1.03927,0.595773,0.038968,0.084226,0.11159,0.166105,1.121501,-0.662308,0.153082,0.253393,1.1e-05,1e-06,-1.144102,0.660047,0.155925,0.256247,0.084226,-0.038968,1.04005,-0.622177,0.102082,0.139944,0.052568,0.098499,0.009852,0.017509,-1.145191,0.66376,0.153766,0.249289,1.132051,-0.669046,1.115361,0.66254,0.167497,-0.230006,-1.142232,-0.676538,0.009852,-0.017509,0.071327,-0.132719,0.088517,-0.106505,1.102309,0.662106,0.158576,-0.24511,-1.127097,-0.645569,,,,,,
9.png,3,5,0.0228,4.3301,0.005,-0.891349,-0.001807,0.162634,0.228849,-0.098395,0.082807,-1.03927,0.595773,0.038968,0.084226,0.11159,0.166105,1.121501,-0.662308,0.153082,0.253393,1.1e-05,1e-06,-1.144102,0.660047,0.155925,0.256247,0.084226,-0.038968,1.04005,-0.622177,0.102082,0.139944,0.052568,0.098499,0.009852,0.017509,-1.145191,0.66376,0.153766,0.249289,1.132051,-0.669046,1.115361,0.66254,0.167497,-0.230006,-1.142232,-0.676538,0.009852,-0.017509,0.071327,-0.132719,0.088517,-0.106505,1.102309,0.662106,0.158576,-0.24511,-1.127097,-0.645569,,,,,,
9.png,3,5,0.0356,4.3301,0.007,-0.891349,-0.001807,0.162634,0.228849,-0.098395,0.082807,-1.03927,0.595773,0.038968,0.084226,0.11159,0.166105,1.121501,-0.662308,0.153082,0.253393,1.1e-05,1e-06,-1.144102,0.660047,0.155925,0.256247,0.084226,-0.038968,1.04005,-0.622177,0.102082,0.139944,0.052568,0.098499,0.009852,0.017509,-1.145191,0.66376,0.153766,0.249289,1.132051,-0.669046,1.115361,0.66254,0.167497,-0.230006,-1.142232,-0.676538,0.009852,-0.017509,0.071327,-0.132719,0.088517,-0.106505,1.102309,0.662106,0.158576,-0.24511,-1.127097,-0.645569,,,,,,
9.png,3,5,0.0483,4.3301,0.01,-0.891349,-0.001807,0.162634,0.228849,-0.098395,0.082807,-1.03927,0.595773,0.038968,0.084226,0.11159,0.166105,1.121501,-0.662308,0.153082,0.253393,1.1e-05,1e-06,-1.144102,0.660047,0.155925,0.256247,0.084226,-0.038968,1.04005,-0.622177,0.102082,0.139944,0.052568,0.098499,0.009852,0.017509,-1.145191,0.66376,0.153766,0.249289,1.132051,-0.669046,1.115361,0.66254,0.167497,-0.230006,-1.142232,-0.676538,0.009852,-0.017509,0.071327,-0.132719,0.088517,-0.106505,1.102309,0.662106,0.158576,-0.24511,-1.127097,-0.645569,,,,,,
