Unique_ID,Topology_Name,Angle_deg,f_TE_GHz,L_TE_nH,C_TE_fF,R_TE_ohm,f_TM_GHz,L_TM_nH,C_TM_fF,R_TM_ohm
ID1078_12_R8.0_W0.3567_Ang0,ID1078_12_R8.0_W0.3567.csv,0,13.3743,7.9297,17.86,1.844,13.3489,7.8739,18.0533,1.8176
ID1078_12_R8.0_W0.3567_Ang20,ID1078_12_R8.0_W0.3567.csv,20,13.3875,8.7247,16.2,2.148,13.2082,8.5345,17.0127,1.9116
ID1078_12_R8.0_W0.3567_Ang40,ID1078_12_R8.0_W0.3567.csv,40,13.2022,11.0111,13.2,2.304,12.7883,10.9208,14.1826,2.0291
ID1078_12_R8.0_W0.3567_Ang60,ID1078_12_R8.0_W0.3567.csv,60,13.1448,13.9924,10.48,2.846,12.1961,14.8935,11.4342,2.1853
ID1078_12_R8.0_W0.3567_Ang80,ID1078_12_R8.0_W0.3567.csv,80,13.1162,16.6012,8.87,3.061,11.8492,18.1253,9.9535,2.1196
ID1079_12_R8.0_W0.4_Ang0,ID1079_12_R8.0_W0.4.csv,0,13.5694,7.4979,18.35,1.664,13.5447,7.4708,18.4814,1.6053
ID1079_12_R8.0_W0.4_Ang20,ID1079_12_R8.0_W0.4.csv,20,13.5409,8.3294,16.59,1.823,13.4069,8.148,17.2956,1.7078
ID1079_12_R8.0_W0.4_Ang40,ID1079_12_R8.0_W0.4.csv,40,13.3754,10.523,13.46,2.135,12.8925,10.5796,14.4044,1.8423
ID1079_12_R8.0_W0.4_Ang60,ID1079_12_R8.0_W0.4.csv,60,13.2773,13.5033,10.64,2.611,12.2853,14.8741,11.2834,2.0022
ID1079_12_R8.0_W0.4_Ang80,ID1079_12_R8.0_W0.4.csv,80,13.2576,15.7719,9.14,2.79,11.8922,17.8024,10.061,2.0165
ID1080_12_R9.0_W0.01_Ang0,ID1080_12_R9.0_W0.01.csv,0,9.5649,18.6919,14.81,13.099,9.6187,18.584,14.7323,13.0979
ID1080_12_R9.0_W0.01_Ang20,ID1080_12_R9.0_W0.01.csv,20,9.4777,19.9796,14.11,14.032,9.6577,19.1182,14.2051,13.772
ID1080_12_R9.0_W0.01_Ang40,ID1080_12_R9.0_W0.01.csv,40,9.5127,23.1738,12.08,15.556,9.4914,21.0578,13.3527,13.8711
ID1080_12_R9.0_W0.01_Ang60,ID1080_12_R9.0_W0.01.csv,60,9.5068,27.3578,10.24,17.943,9.3576,23.5861,12.2645,14.4118
ID1080_12_R9.0_W0.01_Ang80,ID1080_12_R9.0_W0.01.csv,80,9.3372,33.6797,8.63,19.695,9.2102,27.8217,10.733,15.0143
ID1081_12_R9.0_W0.0589_Ang0,ID1081_12_R9.0_W0.0589.csv,0,10.1467,15.7168,15.65,5.86,10.2185,15.6199,15.5305,5.8666
ID1081_12_R9.0_W0.0589_Ang20,ID1081_12_R9.0_W0.0589.csv,20,10.1266,16.8564,14.65,6.114,10.1824,16.2403,15.0432,5.9202
ID1081_12_R9.0_W0.0589_Ang40,ID1081_12_R9.0_W0.0589.csv,40,10.0491,20.7168,12.11,6.783,9.9878,18.8173,13.494,5.9798
ID1081_12_R9.0_W0.0589_Ang60,ID1081_12_R9.0_W0.0589.csv,60,10.0794,24.0246,10.38,8.221,9.7984,21.0701,12.5216,6.5334
ID1081_12_R9.0_W0.0589_Ang80,ID1081_12_R9.0_W0.0589.csv,80,10.0223,28.4819,8.85,8.797,9.6255,24.2109,11.2923,6.4934
ID1082_12_R9.0_W0.1078_Ang0,ID1082_12_R9.0_W0.1078.csv,0,10.5307,13.9941,16.32,4.078,10.5532,13.9944,16.2523,4.094
ID1082_12_R9.0_W0.1078_Ang20,ID1082_12_R9.0_W0.1078.csv,20,10.451,16.0722,14.43,4.139,10.446,15.5372,14.9406,3.9687
ID1082_12_R9.0_W0.1078_Ang40,ID1082_12_R9.0_W0.1078.csv,40,10.4409,18.3072,12.69,5.142,10.3441,16.82,14.0744,4.5909
ID1082_12_R9.0_W0.1078_Ang60,ID1082_12_R9.0_W0.1078.csv,60,10.4102,22.3228,10.47,6.08,10.0978,19.8845,12.4931,4.7659
ID1082_12_R9.0_W0.1078_Ang80,ID1082_12_R9.0_W0.1078.csv,80,10.391,25.9689,9.03,6.321,9.8728,22.5869,11.5055,4.5725
ID1083_12_R9.0_W0.1567_Ang0,ID1083_12_R9.0_W0.1567.csv,0,10.762,12.6499,17.29,3.334,10.8648,12.5929,17.04,3.4118
ID1083_12_R9.0_W0.1567_Ang20,ID1083_12_R9.0_W0.1567.csv,20,10.7807,13.9287,15.65,3.613,10.8178,13.428,16.1194,3.5416
ID1083_12_R9.0_W0.1567_Ang40,ID1083_12_R9.0_W0.1567.csv,40,10.6996,17.5346,12.62,3.836,10.5139,16.1209,14.2142,3.3525
ID1083_12_R9.0_W0.1567_Ang60,ID1083_12_R9.0_W0.1567.csv,60,10.6817,20.8461,10.65,4.718,10.2512,18.8858,12.763,3.7066
ID1083_12_R9.0_W0.1567_Ang80,ID1083_12_R9.0_W0.1567.csv,80,10.6926,23.6717,9.36,5.405,10.0732,21.3907,11.6703,3.9619
ID1084_12_R9.0_W0.2056_Ang0,ID1084_12_R9.0_W0.2056.csv,0,11.0089,11.697,17.87,2.941,11.0578,11.6741,17.7453,2.9563
ID1084_12_R9.0_W0.2056_Ang20,ID1084_12_R9.0_W0.2056.csv,20,11.0,13.3993,15.62,2.731,10.9602,12.9641,16.2653,2.6935
ID1084_12_R9.0_W0.2056_Ang40,ID1084_12_R9.0_W0.2056.csv,40,10.9536,15.8307,13.34,3.73,10.7643,14.6989,14.8725,3.4239
ID1084_12_R9.0_W0.2056_Ang60,ID1084_12_R9.0_W0.2056.csv,60,10.8789,20.0909,10.65,3.86,10.3873,18.4392,12.7319,2.9789
ID1084_12_R9.0_W0.2056_Ang80,ID1084_12_R9.0_W0.2056.csv,80,10.8421,22.3967,9.62,4.416,10.2077,20.8885,11.6379,3.2572
ID1085_12_R9.0_W0.2544_Ang0,ID1085_12_R9.0_W0.2544.csv,0,11.3053,10.8106,18.33,2.481,11.2492,10.812,18.5137,2.4646
ID1085_12_R9.0_W0.2544_Ang20,ID1085_12_R9.0_W0.2544.csv,20,11.2182,12.4245,16.2,2.362,11.1849,12.0055,16.8652,2.3006
ID1085_12_R9.0_W0.2544_Ang40,ID1085_12_R9.0_W0.2544.csv,40,11.1778,15.2204,13.32,2.949,10.8775,14.2372,15.0368,2.4469
ID1085_12_R9.0_W0.2544_Ang60,ID1085_12_R9.0_W0.2544.csv,60,11.0771,18.9789,10.88,3.324,10.5494,17.8667,12.7392,2.6345
ID1085_12_R9.0_W0.2544_Ang80,ID1085_12_R9.0_W0.2544.csv,80,11.0506,21.9873,9.43,3.615,10.2969,20.6572,11.5653,2.5774
ID1086_12_R9.0_W0.3033_Ang0,ID1086_12_R9.0_W0.3033.csv,0,11.476,10.1296,18.99,2.278,11.4309,10.0792,19.2333,2.2015
ID1086_12_R9.0_W0.3033_Ang20,ID1086_12_R9.0_W0.3033.csv,20,11.4568,11.4165,16.9,2.317,11.3881,11.0695,17.6446,2.1621
ID1086_12_R9.0_W0.3033_Ang40,ID1086_12_R9.0_W0.3033.csv,40,11.3611,14.1921,13.83,2.715,11.0558,13.425,15.4363,2.3829
ID1086_12_R9.0_W0.3033_Ang60,ID1086_12_R9.0_W0.3033.csv,60,11.2839,17.8793,11.13,3.351,10.6445,17.2731,12.9425,2.5165
ID1086_12_R9.0_W0.3033_Ang80,ID1086_12_R9.0_W0.3033.csv,80,11.2668,20.6019,9.69,4.029,10.3974,20.0929,11.6614,2.6165
ID1087_12_R9.0_W0.3522_Ang0,ID1087_12_R9.0_W0.3522.csv,0,11.6252,9.406,19.93,2.114,11.631,9.3775,19.967,2.1717
ID1087_12_R9.0_W0.3522_Ang20,ID1087_12_R9.0_W0.3522.csv,20,11.6324,10.6555,17.57,2.025,11.5674,10.3608,18.2717,1.9604
ID1087_12_R9.0_W0.3522_Ang40,ID1087_12_R9.0_W0.3522.csv,40,11.5241,13.3895,14.25,2.45,11.2249,12.8192,15.6825,2.1322
ID1087_12_R9.0_W0.3522_Ang60,ID1087_12_R9.0_W0.3522.csv,60,11.4214,17.4621,11.12,2.462,10.7424,17.164,12.7885,1.9074
ID1087_12_R9.0_W0.3522_Ang80,ID1087_12_R9.0_W0.3522.csv,80,11.4425,19.3207,10.01,3.494,10.4435,19.5865,11.8575,2.3502
ID1088_12_R9.0_W0.4011_Ang0,ID1088_12_R9.0_W0.4011.csv,0,11.8218,8.8964,20.37,1.853,11.7776,8.9559,20.3898,1.7545
ID1088_12_R9.0_W0.4011_Ang20,ID1088_12_R9.0_W0.4011.csv,20,11.8001,10.1096,17.99,1.868,11.7477,9.8573,18.62,1.7998
ID1088_12_R9.0_W0.4011_Ang40,ID1088_12_R9.0_W0.4011.csv,40,11.6893,12.7318,14.56,2.258,11.3364,12.3482,15.9619,1.9566
ID1088_12_R9.0_W0.4011_Ang60,ID1088_12_R9.0_W0.4011.csv,60,11.6129,16.4142,11.44,2.925,10.8537,16.6713,12.8977,2.0824
ID1088_12_R9.0_W0.4011_Ang80,ID1088_12_R9.0_W0.4011.csv,80,11.5623,18.855,10.05,2.966,10.5518,19.7737,11.5054,2.1829
ID1089_12_R9.0_W0.45_Ang0,ID1089_12_R9.0_W0.45.csv,0,11.9942,8.4033,20.95,1.723,11.9666,8.4011,21.0552,1.6929
ID1089_12_R9.0_W0.45_Ang20,ID1089_12_R9.0_W0.45.csv,20,11.9477,9.5955,18.49,1.683,11.9107,9.3421,19.1127,1.6585
ID1089_12_R9.0_W0.45_Ang40,ID1089_12_R9.0_W0.45.csv,40,11.8395,12.132,14.89,2.096,11.4569,11.9967,16.0859,1.7132
ID1089_12_R9.0_W0.45_Ang60,ID1089_12_R9.0_W0.45.csv,60,11.7626,15.6852,11.67,2.529,10.9318,16.4798,12.8619,1.8543
ID1089_12_R9.0_W0.45_Ang80,ID1089_12_R9.0_W0.45.csv,80,11.7108,18.1735,10.16,2.75,10.6092,19.7221,11.411,1.902
ID1090_12_R10.0_W0.01_Ang0,ID1090_12_R10.0_W0.01.csv,0,8.5735,20.8731,16.51,13.475,8.6908,20.6046,16.2765,13.5812
ID1090_12_R10.0_W0.01_Ang20,ID1090_12_R10.0_W0.01.csv,20,8.5233,22.2416,15.68,14.201,8.7372,21.0702,15.7479,13.9556
ID1090_12_R10.0_W0.01_Ang40,ID1090_12_R10.0_W0.01.csv,40,8.5193,25.7368,13.56,15.806,8.6408,23.2065,14.6191,14.3727
ID1090_12_R10.0_W0.01_Ang60,ID1090_12_R10.0_W0.01.csv,60,8.4494,31.4289,11.29,18.596,8.4682,27.1745,12.9987,15.3086
ID1090_12_R10.0_W0.01_Ang80,ID1090_12_R10.0_W0.01.csv,80,8.4016,36.4143,9.85,20.261,8.3774,30.2873,11.917,15.6649
ID1091_12_R10.0_W0.0644_Ang0,ID1091_12_R10.0_W0.0644.csv,0,9.1486,17.3121,17.48,5.681,9.2689,17.1466,17.1951,5.7992
ID1091_12_R10.0_W0.0644_Ang20,ID1091_12_R10.0_W0.0644.csv,20,9.1036,18.6596,16.38,6.167,9.2568,17.854,16.5569,6.0575
ID1091_12_R10.0_W0.0644_Ang40,ID1091_12_R10.0_W0.0644.csv,40,9.0881,21.906,14.0,6.982,9.1049,20.0069,15.2723,6.2572
ID1091_12_R10.0_W0.0644_Ang60,ID1091_12_R10.0_W0.0644.csv,60,8.983,27.5939,11.38,7.753,8.8952,24.3804,13.1308,6.2297
ID1091_12_R10.0_W0.0644_Ang80,ID1091_12_R10.0_W0.0644.csv,80,8.9952,31.0242,10.09,8.553,8.7647,27.1537,12.1435,6.392
ID1092_12_R10.0_W0.1189_Ang0,ID1092_12_R10.0_W0.1189.csv,0,9.522,15.234,18.34,4.026,9.5773,15.2051,18.1621,4.0809
ID1092_12_R10.0_W0.1189_Ang20,ID1092_12_R10.0_W0.1189.csv,20,9.4579,16.4924,17.17,4.331,9.573,15.8326,17.458,4.258
ID1092_12_R10.0_W0.1189_Ang40,ID1092_12_R10.0_W0.1189.csv,40,9.4441,19.7113,14.41,4.986,9.3572,18.1914,15.903,4.3224
ID1092_12_R10.0_W0.1189_Ang60,ID1092_12_R10.0_W0.1189.csv,60,9.3496,24.1941,11.98,5.881,9.1495,22.2011,13.6292,4.7099
ID1092_12_R10.0_W0.1189_Ang80,ID1092_12_R10.0_W0.1189.csv,80,9.3967,27.5825,10.4,6.693,8.978,25.1174,12.5114,4.8684
ID1093_12_R10.0_W0.1733_Ang0,ID1093_12_R10.0_W0.1733.csv,0,9.8319,13.9271,18.81,3.289,9.7997,13.9241,18.9431,3.2845
ID1093_12_R10.0_W0.1733_Ang20,ID1093_12_R10.0_W0.1733.csv,20,9.711,15.1532,17.73,3.49,9.8045,14.6337,18.0068,3.3772
ID1093_12_R10.0_W0.1733_Ang40,ID1093_12_R10.0_W0.1733.csv,40,9.718,18.273,14.68,4.114,9.5317,17.0405,16.3613,3.5461
ID1093_12_R10.0_W0.1733_Ang60,ID1093_12_R10.0_W0.1733.csv,60,9.6817,22.3536,12.09,4.786,9.2662,20.9875,14.0564,3.8347
ID1093_12_R10.0_W0.1733_Ang80,ID1093_12_R10.0_W0.1733.csv,80,9.6506,26.3949,10.3,5.274,9.09,24.5638,12.48,3.7953
ID1094_12_R10.0_W0.2278_Ang0,ID1094_12_R10.0_W0.2278.csv,0,10.0283,12.8047,19.67,2.942,10.022,12.7674,19.7527,2.9313
ID1094_12_R10.0_W0.2278_Ang20,ID1094_12_R10.0_W0.2278.csv,20,9.9707,14.0545,18.13,3.02,9.9725,13.5846,18.7492,2.9937
ID1094_12_R10.0_W0.2278_Ang40,ID1094_12_R10.0_W0.2278.csv,40,9.9266,17.1456,14.99,3.51,9.6989,16.0595,16.7675,3.0853
ID1094_12_R10.0_W0.2278_Ang60,ID1094_12_R10.0_W0.2278.csv,60,9.8391,21.4239,12.21,4.033,9.4376,20.5643,13.8294,3.2996
ID1094_12_R10.0_W0.2278_Ang80,ID1094_12_R10.0_W0.2278.csv,80,9.8449,24.4104,10.71,4.464,9.2195,23.6681,12.5909,3.4014
ID1095_12_R10.0_W0.2822_Ang0,ID1095_12_R10.0_W0.2822.csv,0,10.2077,11.939,20.36,2.467,10.2305,11.9067,20.326,2.4878
ID1095_12_R10.0_W0.2822_Ang20,ID1095_12_R10.0_W0.2822.csv,20,10.159,13.0311,18.83,2.737,10.1302,12.5747,19.6294,2.6599
ID1095_12_R10.0_W0.2822_Ang40,ID1095_12_R10.0_W0.2822.csv,40,10.0868,16.0359,15.53,3.107,9.8397,15.1536,17.2649,2.7661
ID1095_12_R10.0_W0.2822_Ang60,ID1095_12_R10.0_W0.2822.csv,60,10.0237,20.286,12.43,3.792,9.5317,19.9294,13.9895,3.0217
ID1095_12_R10.0_W0.2822_Ang80,ID1095_12_R10.0_W0.2822.csv,80,10.0117,23.3762,10.81,4.062,9.3195,23.3674,12.4809,3.0903
ID1096_12_R10.0_W0.3367_Ang0,ID1096_12_R10.0_W0.3367.csv,0,10.4034,11.15,20.99,2.447,10.4258,11.1092,20.9768,2.5082
ID1096_12_R10.0_W0.3367_Ang20,ID1096_12_R10.0_W0.3367.csv,20,10.3483,12.2427,19.32,2.555,10.3062,11.8718,20.0875,2.4297
ID1096_12_R10.0_W0.3367_Ang40,ID1096_12_R10.0_W0.3367.csv,40,10.2877,15.2231,15.72,2.992,9.9703,14.5236,17.5447,2.5049
ID1096_12_R10.0_W0.3367_Ang60,ID1096_12_R10.0_W0.3367.csv,60,10.2111,18.9825,12.8,3.316,9.5884,19.1811,14.364,2.596
ID1096_12_R10.0_W0.3367_Ang80,ID1096_12_R10.0_W0.3367.csv,80,10.1887,21.7789,11.2,3.724,9.3501,22.7034,12.7619,2.7996
ID1097_12_R10.0_W0.3911_Ang0,ID1097_12_R10.0_W0.3911.csv,0,10.6012,10.4517,21.56,2.284,10.609,10.4055,21.6285,2.3251
ID1097_12_R10.0_W0.3911_Ang20,ID1097_12_R10.0_W0.3911.csv,20,10.5231,11.5291,19.84,2.209,10.4813,11.1572,20.6661,2.2054
ID1097_12_R10.0_W0.3911_Ang40,ID1097_12_R10.0_W0.3911.csv,40,10.435,14.398,16.16,2.679,10.14,14.0778,17.4995,2.3477
ID1097_12_R10.0_W0.3911_Ang60,ID1097_12_R10.0_W0.3911.csv,60,10.3655,18.3696,12.83,3.02,9.704,19.186,14.0202,2.2409
ID1097_12_R10.0_W0.3911_Ang80,ID1097_12_R10.0_W0.3911.csv,80,10.3353,20.8088,11.4,3.274,9.4266,22.6576,12.581,2.5085
ID1098_12_R10.0_W0.4456_Ang0,ID1098_12_R10.0_W0.4456.csv,0,10.8331,9.7513,22.13,2.356,10.7436,9.7402,22.5306,2.2023
ID1098_12_R10.0_W0.4456_Ang20,ID1098_12_R10.0_W0.4456.csv,20,10.6777,10.8694,20.44,2.043,10.6007,10.5379,21.3904,2.0065
ID1098_12_R10.0_W0.4456_Ang40,ID1098_12_R10.0_W0.4456.csv,40,10.5863,13.6857,16.52,2.546,10.2134,13.5175,17.9639,2.1947
ID1098_12_R10.0_W0.4456_Ang60,ID1098_12_R10.0_W0.4456.csv,60,10.488,17.269,13.33,2.9,9.7513,18.5196,14.3842,2.3308
ID1098_12_R10.0_W0.4456_Ang80,ID1098_12_R10.0_W0.4456.csv,80,10.4541,19.9178,11.64,2.96,9.471,22.3033,12.6612,2.4114
ID1099_12_R10.0_W0.5_Ang0,ID1099_12_R10.0_W0.5.csv,0,10.9509,9.2969,22.72,1.959,10.9654,9.2211,22.8459,2.0467
ID1099_12_R10.0_W0.5_Ang20,ID1099_12_R10.0_W0.5.csv,20,10.8585,10.4068,20.64,1.898,10.7772,10.0521,21.6954,1.8702
ID1099_12_R10.0_W0.5_Ang40,ID1099_12_R10.0_W0.5.csv,40,10.7464,13.4113,16.35,2.082,10.3579,13.4065,17.611,1.7536
ID1099_12_R10.0_W0.5_Ang60,ID1099_12_R10.0_W0.5.csv,60,10.6219,17.1687,13.08,2.264,9.8774,18.9807,13.6786,1.8609
ID1099_12_R10.0_W0.5_Ang80,ID1099_12_R10.0_W0.5.csv,80,10.5613,19.3133,11.76,2.656,9.535,22.414,12.4304,2.1372
ID1130_13_R4.0_W0.01_Ang0,ID1130_13_R4.0_W0.01.csv,0,14.599,15.2524,7.79,22.786,14.6154,15.2441,7.7789,22.8157
ID1130_13_R4.0_W0.01_Ang20,ID1130_13_R4.0_W0.01.csv,20,14.6116,15.5829,7.61,23.291,14.5522,15.4757,7.7291,22.9317
ID1130_13_R4.0_W0.01_Ang40,ID1130_13_R4.0_W0.01.csv,40,14.3027,17.2338,7.18,24.062,14.3051,16.5678,7.4712,23.0815
ID1130_13_R4.0_W0.01_Ang60,ID1130_13_R4.0_W0.01.csv,60,14.2938,18.2852,6.78,25.401,14.2717,17.1311,7.2594,23.496
ID1130_13_R4.0_W0.01_Ang80,ID1130_13_R4.0_W0.01.csv,80,14.1783,19.5804,6.44,26.527,13.9779,18.2402,7.1076,23.8899
ID1131_13_R4.0_W0.0156_Ang0,ID1131_13_R4.0_W0.0156.csv,0,14.7092,15.1731,7.72,19.122,14.6914,15.1697,7.7363,19.0069
ID1131_13_R4.0_W0.0156_Ang20,ID1131_13_R4.0_W0.0156.csv,20,14.7266,15.4373,7.57,19.552,14.6878,15.2857,7.6814,19.268
ID1131_13_R4.0_W0.0156_Ang40,ID1131_13_R4.0_W0.0156.csv,40,14.7424,16.2587,7.17,20.726,14.6293,15.7129,7.5325,19.5955
ID1131_13_R4.0_W0.0156_Ang60,ID1131_13_R4.0_W0.0156.csv,60,14.7036,17.3123,6.77,22.05,14.6018,16.2569,7.3079,20.1937
ID1131_13_R4.0_W0.0156_Ang80,ID1131_13_R4.0_W0.0156.csv,80,14.6619,18.2225,6.47,22.744,14.4511,16.9307,7.1642,20.2252
ID1132_13_R4.0_W0.0211_Ang0,ID1132_13_R4.0_W0.0211.csv,0,15.1753,14.0957,7.8,16.898,15.134,14.1435,7.8194,16.7726
ID1132_13_R4.0_W0.0211_Ang20,ID1132_13_R4.0_W0.0211.csv,20,15.1674,14.4426,7.62,17.227,15.0993,14.3352,7.7503,16.8551
ID1132_13_R4.0_W0.0211_Ang40,ID1132_13_R4.0_W0.0211.csv,40,15.1754,15.256,7.21,18.129,15.02,14.8051,7.5838,17.0674
ID1132_13_R4.0_W0.0211_Ang60,ID1132_13_R4.0_W0.0211.csv,60,15.1697,16.2439,6.78,19.285,14.985,15.3073,7.3694,17.543
ID1132_13_R4.0_W0.0211_Ang80,ID1132_13_R4.0_W0.0211.csv,80,15.1138,17.1197,6.48,20.046,14.842,15.9571,7.2061,17.6212
ID1133_13_R4.0_W0.0267_Ang0,ID1133_13_R4.0_W0.0267.csv,0,15.5952,13.1815,7.9,15.108,15.5678,13.2136,7.9097,15.0817
ID1133_13_R4.0_W0.0267_Ang20,ID1133_13_R4.0_W0.0267.csv,20,15.6055,13.5005,7.7,15.456,15.5217,13.4196,7.8347,15.0999
ID1133_13_R4.0_W0.0267_Ang40,ID1133_13_R4.0_W0.0267.csv,40,15.5946,14.343,7.26,16.251,15.4396,13.8876,7.6514,15.3198
ID1133_13_R4.0_W0.0267_Ang60,ID1133_13_R4.0_W0.0267.csv,60,15.6019,15.3638,6.77,17.388,15.351,14.4802,7.4232,15.6309
ID1133_13_R4.0_W0.0267_Ang80,ID1133_13_R4.0_W0.0267.csv,80,15.5395,16.1884,6.48,18.393,15.2484,15.0401,7.2434,15.9603
ID1134_13_R4.0_W0.0322_Ang0,ID1134_13_R4.0_W0.0322.csv,0,15.9394,12.6013,7.91,14.023,15.9131,12.6163,7.9287,13.9506
ID1134_13_R4.0_W0.0322_Ang20,ID1134_13_R4.0_W0.0322.csv,20,15.9238,12.9322,7.72,14.295,15.8906,12.7879,7.8444,14.0821
ID1134_13_R4.0_W0.0322_Ang40,ID1134_13_R4.0_W0.0322.csv,40,15.9956,13.5639,7.3,15.012,15.855,13.0937,7.6957,14.1268
ID1134_13_R4.0_W0.0322_Ang60,ID1134_13_R4.0_W0.0322.csv,60,15.9576,14.6838,6.77,16.226,15.684,13.8635,7.4276,14.5739
ID1134_13_R4.0_W0.0322_Ang80,ID1134_13_R4.0_W0.0322.csv,80,15.9607,15.3349,6.48,16.998,15.6441,14.2248,7.276,14.7955
ID1135_13_R4.0_W0.0378_Ang0,ID1135_13_R4.0_W0.0378.csv,0,16.3206,11.9029,7.99,12.945,16.3137,11.9083,7.9925,12.9641
ID1135_13_R4.0_W0.0378_Ang20,ID1135_13_R4.0_W0.0378.csv,20,16.3254,12.2185,7.78,13.237,16.2673,12.0946,7.9144,12.9825
ID1135_13_R4.0_W0.0378_Ang40,ID1135_13_R4.0_W0.0378.csv,40,16.3291,13.0377,7.29,14.17,16.159,12.5951,7.7021,13.2835
ID1135_13_R4.0_W0.0378_Ang60,ID1135_13_R4.0_W0.0378.csv,60,16.3503,13.9941,6.77,15.137,16.0314,13.2086,7.4617,13.5061
ID1135_13_R4.0_W0.0378_Ang80,ID1135_13_R4.0_W0.0378.csv,80,16.3608,14.6064,6.48,15.833,15.9777,13.5587,7.3181,13.7669
ID1136_13_R4.0_W0.0433_Ang0,ID1136_13_R4.0_W0.0433.csv,0,16.7588,11.1823,8.07,12.115,16.7327,11.206,8.0734,12.0815
ID1136_13_R4.0_W0.0433_Ang20,ID1136_13_R4.0_W0.0433.csv,20,16.7467,11.515,7.84,12.417,16.6825,11.3981,7.9852,12.1881
ID1136_13_R4.0_W0.0433_Ang40,ID1136_13_R4.0_W0.0433.csv,40,16.7577,12.3143,7.32,13.253,16.5668,11.8938,7.7596,12.4235
ID1136_13_R4.0_W0.0433_Ang60,ID1136_13_R4.0_W0.0433.csv,60,16.7722,13.276,6.78,14.231,16.4302,12.5339,7.4863,12.6268
ID1136_13_R4.0_W0.0433_Ang80,ID1136_13_R4.0_W0.0433.csv,80,16.7833,13.9499,6.45,14.943,16.3376,12.9469,7.3299,12.7926
ID1137_13_R4.0_W0.0489_Ang0,ID1137_13_R4.0_W0.0489.csv,0,18.0513,9.3544,8.31,12.028,17.987,9.4005,8.3286,12.0207
ID1137_13_R4.0_W0.0489_Ang20,ID1137_13_R4.0_W0.0489.csv,20,17.1405,10.9119,7.9,11.768,17.0906,10.7814,8.0436,11.563
ID1137_13_R4.0_W0.0489_Ang40,ID1137_13_R4.0_W0.0489.csv,40,17.154,11.7193,7.35,12.602,16.9564,11.3006,7.7961,11.7436
ID1137_13_R4.0_W0.0489_Ang60,ID1137_13_R4.0_W0.0489.csv,60,17.161,12.6535,6.8,13.607,16.7998,11.9397,7.5169,12.0041
ID1137_13_R4.0_W0.0489_Ang80,ID1137_13_R4.0_W0.0489.csv,80,17.1803,13.3239,6.44,14.277,16.6819,12.4289,7.3234,12.2012
ID1139_13_R4.0_W0.06_Ang0,ID1139_13_R4.0_W0.06.csv,0,18.9701,7.2348,9.73,9.325,,,,
ID1139_13_R4.0_W0.06_Ang20,ID1139_13_R4.0_W0.06.csv,20,18.0218,6.1398,12.7,6.642,,,,
ID1148_13_R5.0_W0.0678_Ang0,ID1148_13_R5.0_W0.0678.csv,0,13.9354,12.4935,10.44,10.319,13.8965,12.5518,10.4502,10.4187
ID1148_13_R5.0_W0.0678_Ang20,ID1148_13_R5.0_W0.0678.csv,20,13.9391,12.9464,10.07,10.69,13.8828,12.8064,10.2626,10.5108
ID1148_13_R5.0_W0.0678_Ang40,ID1148_13_R5.0_W0.0678.csv,40,13.9424,13.9599,9.33,11.47,13.7928,13.4062,9.9319,10.7559
ID1148_13_R5.0_W0.0678_Ang60,ID1148_13_R5.0_W0.0678.csv,60,13.9358,15.2389,8.56,12.428,13.6487,14.3223,9.494,11.0437
ID1148_13_R5.0_W0.0678_Ang80,ID1148_13_R5.0_W0.0678.csv,80,13.8965,16.3348,8.03,13.157,13.4888,15.1479,9.1906,11.1716
ID1149_13_R5.0_W0.075_Ang0,ID1149_13_R5.0_W0.075.csv,0,14.2746,11.8964,10.45,10.184,14.2657,11.9482,10.4172,10.1446
ID1149_13_R5.0_W0.075_Ang20,ID1149_13_R5.0_W0.075.csv,20,14.2733,12.3093,10.1,10.34,14.1956,12.1685,10.3299,10.0592
ID1149_13_R5.0_W0.075_Ang40,ID1149_13_R5.0_W0.075.csv,40,14.2907,13.2919,9.33,11.016,14.0997,12.8493,9.9161,10.286
ID1149_13_R5.0_W0.075_Ang60,ID1149_13_R5.0_W0.075.csv,60,14.2633,14.5064,8.58,12.068,14.0209,13.577,9.4903,10.6131
ID1149_13_R5.0_W0.075_Ang80,ID1149_13_R5.0_W0.075.csv,80,14.2368,15.6137,8.0,12.75,13.7737,14.5032,9.2061,10.6778
ID1191_13_R10.0_W0.0256_Ang0,ID1191_13_R10.0_W0.0256.csv,0,6.4628,29.0878,20.85,23.732,,,,
ID1191_13_R10.0_W0.0256_Ang20,ID1191_13_R10.0_W0.0256.csv,20,6.511,26.4603,22.58,23.455,,,,
ID1191_13_R10.0_W0.0256_Ang40,ID1191_13_R10.0_W0.0256.csv,40,6.4325,23.9268,25.59,18.237,,,,
ID130_2_R4_W0.01_Ang0,ID130_2_R4_W0.01.csv,0,17.9194,4.5259,17.43,4.663,17.9294,4.5245,17.4154,4.6891
ID130_2_R4_W0.01_Ang20,ID130_2_R4_W0.01.csv,20,17.9422,4.5976,17.11,4.779,18.0334,4.4998,17.3098,4.7431
ID130_2_R4_W0.01_Ang40,ID130_2_R4_W0.01.csv,40,17.9886,4.8007,16.31,5.025,18.3013,4.4467,17.0073,4.8526
