Angle,Frequency_GHz,S11_TE_Re,S11_TE_Im,S11_TM_Re,S11_TM_Im,S21_TE_Re,S21_TE_Im,S21_TM_Re,S21_TM_Im
0.0,0.42,-0.0002892430529998815,-0.016922008830337353,-0.00028938804545642233,-0.016925132495495352,0.9997078404038071,-0.017278578769268922,0.9997076598548689,-0.017281817269339732
0.0,0.44,-0.0003174699634334112,-0.017728834289472764,-0.00031762732046376063,-0.01773210676003277,0.9996792886465479,-0.018102433454610652,0.9996790941509475,-0.018105822876313845
0.0,0.46,-0.0003470170569620253,-0.018535813663005277,-0.0003471875204108653,-0.01853923067608695,0.9996493976369409,-0.01892643875200536,0.9996491887989374,-0.018929981334023117
0.0,0.48,-0.0003778859736294117,-0.01934295357758758,-0.00037806942429187965,-0.019346517013478105,0.999618166133349,-0.019750601693744017,0.9996179426308388,-0.01975429566094847
0.0,0.5,-0.00041007780294526855,-0.020150261394462184,-0.00041027435211796263,-0.020153971088778224,0.9995855927955392,-0.02057493227292581,0.9995853543106701,-0.02057877584947489
0.0,0.52,-0.00044359360916220727,-0.020957741968329145,-0.00044380405739139877,-0.020961597743226312,0.9995516763508188,-0.02139943349813574,0.9995514224837938,-0.021403428396333638
0.0,0.54,-0.00047843496344427414,-0.021765405030869715,-0.00047866009842102974,-0.021769404201618874,0.9995164154131065,-0.022224111861752563,0.9995161458215649,-0.022228258048844655
0.0,0.56,-0.0005146037890077493,-0.022573254427475622,-0.0005148433646262754,-0.022577399254053467,0.9994798084283179,-0.023048979083573704,0.9994795228157644,-0.023053273036313337
0.0,0.58,-0.0005521010609756579,-0.02338130024573662,-0.0005523555115878009,-0.02338559056063042,0.9994418540047674,-0.023874036409871333,0.9994415519812938,-0.023878479838084696
0.0,0.6,-0.0005909283947716003,-0.024189545002752506,-0.0005911985769201418,-0.024193980628027453,0.9994025505167029,-0.024699293803084305,0.999402231751219,-0.024703884926379927
0.0,0.62,-0.0006310876737232545,-0.02499799910569274,-0.0006313740499412683,-0.02500257987366983,0.9993618963671643,-0.025524755984763524,0.9993615604782461,-0.025529496511339175
0.0,0.64,-0.0006725807768936145,-0.025806669169772763,-0.0006728832817698231,-0.025811391953439667,0.9993198898716964,-0.026350431159366992,0.9993195365309963,-0.026355319307161663
0.0,0.66,-0.0007154087032051011,-0.026615560594467527,-0.000715728308050877,-0.02662042809456944,0.9992765292467577,-0.02717632752287475,0.9992761581301718,-0.027181361509114713
0.0,0.68,-0.0007595744004084733,-0.02742468121997935,-0.0007599110889573587,-0.02742969328379321,0.9992318128138726,-0.02800244803201533,0.999231423515305,-0.02800762956152673
0.0,0.7,-0.0008050785616358141,-0.028234039293692007,-0.0008054331680621515,-0.02823919249246914,0.999185738561219,-0.028828804354894613,0.9991853307707915,-0.028834131643545383
0.0,0.72,-0.0008519241508221285,-0.029043636796431672,-0.0008522962109429209,-0.029048934152452778,0.9991383047804543,-0.02965539768957079,0.9991378781292923,-0.02966087069605382
0.0,0.74,-0.0009001125030853449,-0.029853484879610707,-0.000900502840108483,-0.029858922778838917,0.9990895093450419,-0.03048223968759022,0.9990890634641609,-0.030487858369663917
0.0,0.76,-0.0009496459250362576,-0.030663591981381588,-0.0009500549616807298,-0.0306691700758489,0.9990393503054462,-0.03130933501729702,0.9990388848919431,-0.03131509758849517
0.0,0.78,-0.0010005260220235259,-0.03147395898703209,-0.001000954845135985,-0.03147968053500901,0.9989878255915469,-0.032136690081780904,0.9989873402230625,-0.03214259824175323
0.0,0.8,-0.0010527558819635834,-0.032284597427040915,-0.001053204269047827,-0.03229045856710372,0.9989349330399351,-0.032964313019274494,0.9989344273932643,-0.032970364979143366
0.0,0.82,-0.0011063367228127535,-0.03309551012751393,-0.0011068052228662445,-0.033101514323349596,0.9988806704586484,-0.03379221021421123,0.9988801441788415,-0.03379840592856732
0.0,0.84,-0.0011612712094904712,-0.03390670882046702,-0.0011617601227327907,-0.03391285200868745,0.9988250356199817,-0.03462038804220782,0.998824488389429,-0.034626725720660355
0.0,0.86,-0.0012175619100445194,-0.034718199627157054,-0.0012180716576357374,-0.034724481462345004,0.9987680262259938,-0.03544885286867811,0.9987674576075672,-0.035455334206525045
0.0,0.88,-0.001275210671240204,-0.03552998359866046,-0.0012757418207286866,-0.0355364078261544,0.9987096398682006,-0.03627761279244019,0.9987090495699764,-0.03628423599839495
0.0,0.9,-0.0013342210987166887,-0.03634207487258364,-0.0013347739306387124,-0.036348637150498006,0.998649874138375,-0.03710667415861169,0.998649261708625,-0.03711344092544918
0.0,0.92,-0.0013945940615514413,-0.03715447948372296,-0.0013951689960602026,-0.0371611794683474,0.9985887265148659,-0.037936045045029856,0.9985880917075725,-0.03794295183605119
0.0,0.94,-0.0014563334361962247,-0.037967197691921244,-0.0014569310610553258,-0.0379740394107648,0.998526194591511,-0.03876572828912766,0.9985255369662525,-0.03877277679558341
0.0,0.96,-0.0015194410101109525,-0.038780241135864195,-0.0015200617594818865,-0.03878722443311939,0.9984622755810055,-0.039595735431759094,0.9984615947849829,-0.03960292560186608
0.0,0.98,-0.0015839199004331886,-0.03959362043261871,-0.0015845640263524793,-0.0396007405945462,0.99839696693669,-0.04042607103233372,0.9983962626415952,-0.040433401069002284
0.0,1.0,-0.00164977292160828,-0.04040733640843338,-0.00165044013816977,-0.04041459312141079,0.998330265869034,-0.04125674312212033,0.9983295377017577,-0.04126421297093983
0.0,1.02,-0.0017170026178346801,-0.0412213991453246,-0.001717694035382152,-0.0412287920403443,0.9982621696204934,-0.04208775797864935,0.9982614172927778,-0.04209536584242814
0.0,1.04,-0.0017856114489624467,-0.04203581583509125,-0.0017863274863614458,-0.04204334457132504,0.9981926753863648,-0.042919121867809815,0.99819189842987,-0.04292686943164005
0.0,1.06,-0.001855603125281272,-0.0428505872709599,-0.001856344414966365,-0.04285825644117541,0.9981217802918102,-0.04375084104262779,0.9981209784094607,-0.04375872650711222
0.0,1.08,-0.0019269806298980918,-0.04366572960241345,-0.0019277466227028586,-0.04367353406051907,0.9980494812477415,-0.0445829252273191,0.9980486540573569,-0.0445909485338677
0.0,1.1,-0.0019997454803398545,-0.04448124237521334,-0.0020005375727804907,-0.04448918687066243,0.9979757754233836,-0.04541537716548483,0.9979749224634158,-0.04542353999630227
0.0,1.12,-0.0020739030263176774,-0.04529714078628731,-0.0020747211762147996,-0.04530521473681103,0.9979006595144098,-0.046248208295857816,0.9978997805724752,-0.04625650710728651
0.0,1.14,-0.0021494548376892837,-0.046113423270118685,-0.0021502999408305923,-0.04612163676834549,0.9978241305036155,-0.04708142307757803,0.9978232251064085,-0.04708985954928217
0.0,1.16,-0.0022264046269535936,-0.046930100016777845,-0.00222727604325563,-0.04693844754734523,0.9977461852144254,-0.047915027696938076,0.9977452529907728,-0.04792360176685005
0.0,1.18,-0.0023047559341484126,-0.04774717563687685,-0.0023056551518914775,-0.04775566232207332,0.9976668202530203,-0.04874903180929463,0.9976658609788157,-0.04875773993072421
